Time [s],Value,Parity Error,Framing Error
1.125278020000000,0x34,,Error
1.126367200000000,0xF7,,Error
1.127392300000000,0x35,,Error
1.128449440000000,0x02,,Error
1.129570640000000,0xBE,,Error
1.130595740000000,0x4C,,Error
1.131652880000000,0x4F,,
1.132645940000000,0x84,,Error
1.133735120000000,0x37,,Error
1.134760220000000,0x9C,,Error
1.135785320000000,0xF9,,
1.136778400000000,0x6F,,Error
1.137867560000000,0x40,,Error
1.138924700000000,0x90,,Error
1.139981840000000,0x4B,,Error
1.141071000000000,0x42,,Error
1.142128140000000,0x25,,Error
1.143217320000000,0x04,,Error
1.144274460000000,0x4B,,Error
1.145331600000000,0xB0,,Error
1.146420760000000,0x04,,Error
1.147477900000000,0x4B,,
1.148470960000000,0x67,,Error
1.149496080000000,0xA4,,Error
1.150585240000000,0x14,,Error
1.151642380000000,0x4B,,
1.152635440000000,0xB6,,Error
1.153660540000000,0x20,,Error
1.154685660000000,0xF9,,Error
1.155806860000000,0x0B,,
1.156799920000000,0xB7,,Error
1.157825020000000,0x34,,Error
1.158850140000000,0x90,,Error
1.159907260000000,0x59,,
1.160900340000000,0x20,,
1.161925440000000,0xE6,,Error
1.162950540000000,0xF1,,Error
1.164135820000000,0xC0,,
1.165128880000000,0x3E,,Error
1.166153980000000,0x04,,Error
1.167339260000000,0x43,,
1.168332340000000,0xAF,,Error
1.169357440000000,0x20,,Error
1.170382540000000,0xF9,,Error
1.171503740000000,0x18,,
1.172496800000000,0x3F,,Error
1.173521920000000,0x8C,,Error
1.174547020000000,0xDD,,
1.175540080000000,0x4B,,
1.176533140000000,0x22,,Error
1.177590280000000,0x03,,Error
1.178647420000000,0x35,,Error
1.179704560000000,0x01,,Error
1.180793740000000,0x40,,
1.181786800000000,0x36,,Error
1.182811900000000,0x94,,Error
1.183869040000000,0x0A,,
1.184862100000000,0x84,,Error
1.185951280000000,0x36,,Error
1.186976380000000,0xFD,,Error
1.188033520000000,0x6B,,Error
1.189122700000000,0x09,,
1.190115760000000,0x3E,,Error
1.191140860000000,0x1C,,Error
1.192230040000000,0x96,,
1.193223100000000,0xED,,
1.194248200000000,0x42,,Error
1.195305340000000,0x34,,Error
1.196330440000000,0xD9,,Error
1.197355540000000,0xB2,,Error
1.198412680000000,0x49,,
1.199405760000000,0xF7,,Error
1.200430860000000,0x34,,Error
1.201520020000000,0x32,,Error
1.202609200000000,0x36,,Error
1.203634300000000,0xA8,,Error
1.204659400000000,0xDD,,Error
1.205684500000000,0x20,,Error
1.206741640000000,0x43,,Error
1.207798780000000,0x30,,Error
1.208855920000000,0x03,,
1.209848980000000,0x04,,
1.210906120000000,0x08,,
1.211899180000000,0xAE,,Error
1.212924300000000,0xA4,,Error
1.214013460000000,0x14,,
1.215006540000000,0xC9,,
1.215999600000000,0x34,,
1.216992660000000,0x09,,
1.217985740000000,0x3E,,Error
1.219010840000000,0x1C,,Error
1.220100020000000,0x96,,
1.221093080000000,0xED,,
1.222118180000000,0x42,,Error
1.223175320000000,0x34,,Error
1.224200420000000,0xD9,,Error
1.225225520000000,0xB2,,Error
1.226282660000000,0x49,,
1.227275720000000,0xF7,,Error
1.228300840000000,0x34,,Error
1.229390000000000,0x32,,Error
1.230479180000000,0x36,,Error
1.231504280000000,0xA8,,Error
1.232529380000000,0xDD,,Error
1.233554480000000,0x20,,Error
1.234611620000000,0x43,,Error
1.235668760000000,0x30,,Error
1.236725900000000,0x03,,
1.237718960000000,0x04,,
1.238776100000000,0x08,,
1.239769160000000,0xAE,,Error
1.240794260000000,0xA4,,Error
1.241883440000000,0x14,,
1.242876500000000,0xC9,,
1.243869580000000,0x34,,
1.244862640000000,0x09,,
1.245855720000000,0x3E,,Error
1.246880820000000,0x1C,,Error
1.247969980000000,0x96,,
1.248963060000000,0x6D,,Error
1.250020200000000,0xEC,,Error
1.251045300000000,0x44,,Error
1.252070400000000,0xD9,,Error
1.253191600000000,0xD8,,
1.254184680000000,0xEE,,Error
1.255209780000000,0x80,,Error
1.256298960000000,0xB2,,Error
1.257356080000000,0x0B,,Error
1.258413220000000,0x5D,,Error
1.259470360000000,0x4E,,Error
1.260559540000000,0x13,,
1.261552600000000,0x75,,Error
1.262577720000000,0x21,,Error
1.263602820000000,0xF9,,
1.264627920000000,0x36,,Error
1.265717100000000,0xBF,,Error
1.266742200000000,0xE5,,Error
1.267927480000000,0x03,,
1.268920540000000,0xE7,,Error
1.269945640000000,0x84,,Error
1.270970760000000,0xD9,,Error
1.272091960000000,0x09,,Error
1.273149100000000,0x4D,,
